,PLAYER_NAME,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS,metadata_source
3,Frank Ntilikina,34.000000:31,5.0,12.0,0.417,2.0,5.0,0.4,5.0,5.0,1.0,1.0,3.0,4.0,1.0,2.0,0.0,1.0,3.0,17.0,7.0,2021-12-25 DAL @ UTA
4,Jalen Brunson,36.000000:14,10.0,25.0,0.4,2.0,5.0,0.4,5.0,8.0,0.625,2.0,0.0,2.0,6.0,2.0,0.0,1.0,5.0,27.0,4.0,2021-12-25 DAL @ UTA
5,Theo Pinson,21.000000:49,3.0,5.0,0.6,1.0,3.0,0.333,2.0,2.0,1.0,0.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,9.0,-9.0,2021-12-25 DAL @ UTA
6,Moses Brown,10.000000:32,3.0,5.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,6.0,-8.0,2021-12-25 DAL @ UTA
7,Brandon Knight,20.000000:32,2.0,4.0,0.5,2.0,3.0,0.667,4.0,4.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,2.0,2.0,10.0,-12.0,2021-12-25 DAL @ UTA
8,George King,9.000000:15,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,-17.0,2021-12-25 DAL @ UTA
9,Charlie Brown Jr.,7.000000:35,1.0,4.0,0.25,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,-7.0,2021-12-25 DAL @ UTA
10,Marquese Chriss,10.000000:37,1.0,3.0,0.333,0.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,5.0,0.0,0.0,1.0,2.0,5.0,4.0,-6.0,2021-12-25 DAL @ UTA
0,Dorian Finney-Smith,33.000000:42,5.0,8.0,0.625,3.0,6.0,0.5,1.0,2.0,0.5,2.0,7.0,9.0,5.0,0.0,1.0,1.0,3.0,14.0,22.0,2021-12-27 DAL @ POR
1,Kristaps Porzingis,32.000000:29,12.0,21.0,0.571,3.0,7.0,0.429,7.0,9.0,0.778,2.0,7.0,9.0,5.0,2.0,2.0,0.0,2.0,34.0,19.0,2021-12-27 DAL @ POR
2,Dwight Powell,23.000000:52,9.0,11.0,0.818,1.0,1.0,1.0,3.0,7.0,0.429,3.0,0.0,3.0,0.0,0.0,0.0,1.0,5.0,22.0,22.0,2021-12-27 DAL @ POR
3,Frank Ntilikina,23.000000:09,3.0,5.0,0.6,2.0,3.0,0.667,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,8.0,5.0,2021-12-27 DAL @ POR
4,Jalen Brunson,28.000000:37,6.0,12.0,0.5,0.0,4.0,0.0,2.0,2.0,1.0,0.0,4.0,4.0,9.0,1.0,0.0,1.0,0.0,14.0,14.0,2021-12-27 DAL @ POR
5,Moses Brown,9.000000:53,2.0,4.0,0.5,0.0,0.0,0.0,2.0,4.0,0.5,3.0,2.0,5.0,0.0,0.0,1.0,3.0,3.0,6.0,-3.0,2021-12-27 DAL @ POR
6,Josh Green,26.000000:27,3.0,7.0,0.429,0.0,2.0,0.0,3.0,3.0,1.0,0.0,4.0,4.0,10.0,2.0,0.0,1.0,4.0,9.0,15.0,2021-12-27 DAL @ POR
7,Brandon Knight,24.000000:22,6.0,12.0,0.5,2.0,7.0,0.286,4.0,4.0,1.0,0.0,3.0,3.0,5.0,1.0,0.0,2.0,2.0,18.0,13.0,2021-12-27 DAL @ POR
8,Sterling Brown,5.000000:26,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,-3.0,2021-12-27 DAL @ POR
9,Theo Pinson,5.000000:51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.0,2021-12-27 DAL @ POR
10,Boban Marjanovic,2.000000:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2021-12-27 DAL @ POR
11,Marquese Chriss,9.000000:20,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,-5.0,2021-12-27 DAL @ POR
12,Charlie Brown Jr.,5.000000:52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-14.0,2021-12-27 DAL @ POR
13,Carlik Jones,4.000000:38,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,-8.0,2021-12-27 DAL @ POR
14,George King,3.000000:42,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,-3.0,2021-12-27 DAL @ POR
0,Dorian Finney-Smith,26.000000:34,4.0,8.0,0.5,3.0,5.0,0.6,0.0,0.0,0.0,2.0,4.0,6.0,0.0,1.0,0.0,1.0,6.0,11.0,1.0,2021-12-29 DAL @ SAC
1,Kristaps Porzingis,34.000000:52,8.0,19.0,0.421,1.0,6.0,0.167,7.0,8.0,0.875,2.0,5.0,7.0,3.0,1.0,3.0,3.0,2.0,24.0,2.0,2021-12-29 DAL @ SAC
2,Dwight Powell,27.000000:55,1.0,4.0,0.25,0.0,1.0,0.0,0.0,2.0,0.0,1.0,5.0,6.0,1.0,1.0,0.0,2.0,2.0,2.0,-11.0,2021-12-29 DAL @ SAC
3,Frank Ntilikina,38.000000:20,4.0,8.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,2.0,0.0,9.0,6.0,2021-12-29 DAL @ SAC
4,Jalen Brunson,36.000000:28,11.0,19.0,0.579,2.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,6.0,1.0,0.0,2.0,3.0,25.0,-2.0,2021-12-29 DAL @ SAC
5,Josh Green,27.000000:57,2.0,6.0,0.333,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,1.0,2.0,0.0,3.0,4.0,-14.0,2021-12-29 DAL @ SAC
6,Moses Brown,9.000000:35,2.0,3.0,0.667,0.0,0.0,0.0,1.0,2.0,0.5,0.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,5.0,9.0,2021-12-29 DAL @ SAC
7,Isaiah Thomas,13.000000:17,3.0,8.0,0.375,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,-1.0,2021-12-29 DAL @ SAC
8,Sterling Brown,17.000000:33,3.0,5.0,0.6,2.0,3.0,0.667,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,8.0,3.0,2021-12-29 DAL @ SAC
9,Theo Pinson,7.000000:29,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,2021-12-29 DAL @ SAC
0,Dorian Finney-Smith,37.000000:45,4.0,9.0,0.444,2.0,5.0,0.4,2.0,2.0,1.0,1.0,2.0,3.0,6.0,1.0,1.0,0.0,1.0,12.0,23.0,2021-12-31 DAL @ SAC
1,Kristaps Porzingis,32.000000:44,8.0,12.0,0.667,2.0,4.0,0.5,6.0,7.0,0.857,3.0,6.0,9.0,6.0,0.0,2.0,2.0,2.0,24.0,27.0,2021-12-31 DAL @ SAC
2,Dwight Powell,20.000000:10,5.0,10.0,0.5,0.0,0.0,0.0,3.0,3.0,1.0,4.0,3.0,7.0,1.0,2.0,0.0,1.0,3.0,13.0,4.0,2021-12-31 DAL @ SAC
3,Reggie Bullock,30.000000:31,5.0,8.0,0.625,3.0,5.0,0.6,3.0,4.0,0.75,0.0,5.0,5.0,3.0,1.0,0.0,1.0,1.0,16.0,17.0,2021-12-31 DAL @ SAC
4,Jalen Brunson,34.000000:35,11.0,19.0,0.579,1.0,2.0,0.5,0.0,0.0,0.0,1.0,4.0,5.0,8.0,0.0,0.0,3.0,0.0,23.0,18.0,2021-12-31 DAL @ SAC
5,Josh Green,26.000000:26,2.0,6.0,0.333,0.0,1.0,0.0,4.0,4.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,8.0,12.0,2021-12-31 DAL @ SAC
6,Sterling Brown,21.000000:00,3.0,5.0,0.6,1.0,3.0,0.333,1.0,2.0,0.5,0.0,7.0,7.0,1.0,0.0,1.0,0.0,0.0,8.0,8.0,2021-12-31 DAL @ SAC
7,Moses Brown,0.000000:57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2021-12-31 DAL @ SAC
8,Marquese Chriss,18.000000:29,4.0,5.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,2.0,8.0,9.0,2021-12-31 DAL @ SAC
9,Carlik Jones,5.000000:26,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-9.0,2021-12-31 DAL @ SAC
10,Theo Pinson,8.000000:09,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,-11.0,2021-12-31 DAL @ SAC
11,Charlie Brown Jr.,1.000000:55,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-9.0,2021-12-31 DAL @ SAC
12,George King,1.000000:55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-9.0,2021-12-31 DAL @ SAC
0,Dorian Finney-Smith,30.000000:29,4.0,13.0,0.308,1.0,8.0,0.125,1.0,2.0,0.5,1.0,5.0,6.0,1.0,1.0,0.0,1.0,1.0,10.0,1.0,2022-01-02 DAL @ OKC
1,Maxi Kleber,24.000000:02,3.0,7.0,0.429,3.0,7.0,0.429,0.0,0.0,0.0,1.0,4.0,5.0,1.0,1.0,1.0,2.0,2.0,9.0,5.0,2022-01-02 DAL @ OKC
2,Dwight Powell,24.000000:57,4.0,7.0,0.571,1.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,5.0,1.0,1.0,0.0,0.0,2.0,9.0,-6.0,2022-01-02 DAL @ OKC
3,Luka Doncic,31.000000:26,6.0,14.0,0.429,2.0,6.0,0.333,0.0,0.0,0.0,0.0,9.0,9.0,10.0,1.0,0.0,7.0,1.0,14.0,-4.0,2022-01-02 DAL @ OKC
4,Jalen Brunson,29.000000:22,6.0,12.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,0.0,2.0,1.0,12.0,0.0,2022-01-02 DAL @ OKC
5,Moses Brown,7.000000:43,1.0,2.0,0.5,0.0,0.0,0.0,1.0,2.0,0.5,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,-2.0,2022-01-02 DAL @ OKC
6,Reggie Bullock,27.000000:25,2.0,5.0,0.4,2.0,4.0,0.5,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,6.0,8.0,2022-01-02 DAL @ OKC
7,Tim Hardaway Jr.,23.000000:57,5.0,11.0,0.455,2.0,7.0,0.286,3.0,3.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,2.0,1.0,15.0,11.0,2022-01-02 DAL @ OKC
8,Sterling Brown,9.000000:51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,4.0,2022-01-02 DAL @ OKC
9,Marquese Chriss,14.000000:01,6.0,9.0,0.667,3.0,3.0,1.0,0.0,0.0,0.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,3.0,15.0,14.0,2022-01-02 DAL @ OKC
10,Josh Green,16.000000:35,1.0,5.0,0.2,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,14.0,2022-01-02 DAL @ OKC
11,Theo Pinson,0.000000:12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-02 DAL @ OKC
13,Dorian Finney-Smith,18.000000:16,4.0,5.0,0.8,2.0,3.0,0.667,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,5.0,10.0,12.0,2022-01-03 DAL vs. DEN
14,Maxi Kleber,30.000000:37,3.0,7.0,0.429,2.0,6.0,0.333,2.0,2.0,1.0,2.0,3.0,5.0,1.0,2.0,2.0,1.0,2.0,10.0,6.0,2022-01-03 DAL vs. DEN
15,Dwight Powell,26.000000:38,5.0,6.0,0.833,1.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,15.0,15.0,2022-01-03 DAL vs. DEN
16,Jalen Brunson,33.000000:48,4.0,14.0,0.286,2.0,4.0,0.5,3.0,3.0,1.0,0.0,3.0,3.0,4.0,2.0,0.0,2.0,1.0,13.0,10.0,2022-01-03 DAL vs. DEN
17,Luka Doncic,33.000000:54,7.0,18.0,0.389,1.0,6.0,0.167,6.0,8.0,0.75,0.0,8.0,8.0,15.0,4.0,0.0,3.0,5.0,21.0,25.0,2022-01-03 DAL vs. DEN
18,Marquese Chriss,15.000000:54,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,-3.0,2022-01-03 DAL vs. DEN
19,Tim Hardaway Jr.,21.000000:57,2.0,8.0,0.25,1.0,4.0,0.25,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,6.0,-7.0,2022-01-03 DAL vs. DEN
20,Reggie Bullock,28.000000:54,5.0,11.0,0.455,4.0,8.0,0.5,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,15.0,11.0,2022-01-03 DAL vs. DEN
21,Sterling Brown,10.000000:08,1.0,2.0,0.5,1.0,2.0,0.5,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,4.0,2022-01-03 DAL vs. DEN
22,Josh Green,16.000000:42,3.0,4.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,6.0,-1.0,2022-01-03 DAL vs. DEN
23,Theo Pinson,1.000000:36,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2022-01-03 DAL vs. DEN
24,Frank Ntilikina,1.000000:36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,2022-01-03 DAL vs. DEN
13,Dorian Finney-Smith,37.000000:28,6.0,15.0,0.4,4.0,7.0,0.571,1.0,2.0,0.5,3.0,6.0,9.0,0.0,0.0,2.0,1.0,1.0,17.0,9.0,2022-01-05 DAL vs. GSW
14,Maxi Kleber,35.000000:03,1.0,9.0,0.111,0.0,7.0,0.0,0.0,0.0,0.0,1.0,9.0,10.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,2022-01-05 DAL vs. GSW
15,Dwight Powell,19.000000:42,2.0,3.0,0.667,0.0,0.0,0.0,4.0,5.0,0.8,4.0,2.0,6.0,1.0,2.0,0.0,0.0,3.0,8.0,6.0,2022-01-05 DAL vs. GSW
16,Jalen Brunson,34.000000:10,6.0,15.0,0.4,0.0,3.0,0.0,3.0,4.0,0.75,0.0,2.0,2.0,4.0,0.0,0.0,3.0,1.0,15.0,-2.0,2022-01-05 DAL vs. GSW
17,Luka Doncic,34.000000:14,7.0,18.0,0.389,2.0,8.0,0.25,10.0,12.0,0.833,0.0,7.0,7.0,8.0,2.0,0.0,6.0,1.0,26.0,2.0,2022-01-05 DAL vs. GSW
18,Marquese Chriss,4.000000:06,1.0,3.0,0.333,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,3.0,-1.0,2022-01-05 DAL vs. GSW
19,Reggie Bullock,27.000000:04,2.0,7.0,0.286,1.0,5.0,0.2,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,3.0,6.0,9.0,2022-01-05 DAL vs. GSW
20,Tim Hardaway Jr.,25.000000:27,6.0,14.0,0.429,2.0,6.0,0.333,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,14.0,18.0,2022-01-05 DAL vs. GSW
21,Josh Green,5.000000:25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,2022-01-05 DAL vs. GSW
22,Sterling Brown,14.000000:43,1.0,2.0,0.5,1.0,2.0,0.5,2.0,2.0,1.0,0.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,5.0,29.0,2022-01-05 DAL vs. GSW
23,Theo Pinson,1.000000:19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2022-01-05 DAL vs. GSW
24,Frank Ntilikina,1.000000:19,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2022-01-05 DAL vs. GSW
0,Dorian Finney-Smith,23.000000:26,4.0,5.0,0.8,1.0,2.0,0.5,1.0,2.0,0.5,0.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,10.0,20.0,2022-01-07 DAL @ HOU
1,Maxi Kleber,25.000000:46,3.0,6.0,0.5,2.0,4.0,0.5,0.0,1.0,0.0,1.0,10.0,11.0,1.0,1.0,1.0,3.0,5.0,8.0,31.0,2022-01-07 DAL @ HOU
2,Dwight Powell,18.000000:28,6.0,8.0,0.75,0.0,0.0,0.0,3.0,5.0,0.6,3.0,2.0,5.0,1.0,0.0,1.0,1.0,2.0,15.0,15.0,2022-01-07 DAL @ HOU
3,Reggie Bullock,23.000000:00,5.0,10.0,0.5,5.0,9.0,0.556,0.0,0.0,0.0,0.0,7.0,7.0,4.0,1.0,0.0,1.0,0.0,15.0,20.0,2022-01-07 DAL @ HOU
4,Jalen Brunson,25.000000:29,7.0,11.0,0.636,0.0,1.0,0.0,1.0,2.0,0.5,1.0,3.0,4.0,10.0,1.0,0.0,2.0,2.0,15.0,31.0,2022-01-07 DAL @ HOU
5,Tim Hardaway Jr.,24.000000:07,5.0,11.0,0.455,5.0,10.0,0.5,4.0,7.0,0.571,0.0,4.0,4.0,7.0,0.0,0.0,0.0,1.0,19.0,10.0,2022-01-07 DAL @ HOU
6,Josh Green,25.000000:01,6.0,7.0,0.857,1.0,1.0,1.0,4.0,5.0,0.8,3.0,2.0,5.0,2.0,2.0,0.0,0.0,3.0,17.0,-3.0,2022-01-07 DAL @ HOU
7,Marquese Chriss,9.000000:06,2.0,4.0,0.5,0.0,0.0,0.0,2.0,4.0,0.5,1.0,2.0,3.0,1.0,0.0,0.0,2.0,2.0,6.0,7.0,2022-01-07 DAL @ HOU
8,Frank Ntilikina,16.000000:19,3.0,7.0,0.429,1.0,3.0,0.333,0.0,0.0,0.0,1.0,2.0,3.0,4.0,1.0,0.0,1.0,3.0,7.0,2.0,2022-01-07 DAL @ HOU
9,Sterling Brown,19.000000:20,4.0,7.0,0.571,1.0,3.0,0.333,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,2.0,9.0,9.0,2022-01-07 DAL @ HOU
10,Moses Brown,11.000000:02,1.0,3.0,0.333,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,2.0,2.0,2.0,-12.0,2022-01-07 DAL @ HOU
11,Trey Burke,15.000000:49,3.0,9.0,0.333,1.0,3.0,0.333,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,7.0,-7.0,2022-01-07 DAL @ HOU
12,Theo Pinson,3.000000:07,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,2022-01-07 DAL @ HOU
14,Dorian Finney-Smith,29.000000:48,4.0,7.0,0.571,4.0,7.0,0.571,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,12.0,9.0,2022-01-09 DAL vs. CHI
15,Maxi Kleber,29.000000:59,6.0,11.0,0.545,6.0,9.0,0.667,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,1.0,0.0,3.0,18.0,14.0,2022-01-09 DAL vs. CHI
16,Dwight Powell,25.000000:24,3.0,5.0,0.6,0.0,1.0,0.0,4.0,4.0,1.0,1.0,3.0,4.0,2.0,0.0,0.0,0.0,1.0,10.0,16.0,2022-01-09 DAL vs. CHI
17,Jalen Brunson,27.000000:54,8.0,10.0,0.8,1.0,2.0,0.5,0.0,0.0,0.0,1.0,3.0,4.0,4.0,1.0,0.0,1.0,0.0,17.0,3.0,2022-01-09 DAL vs. CHI
18,Luka Doncic,35.000000:24,8.0,23.0,0.348,2.0,6.0,0.333,4.0,4.0,1.0,0.0,14.0,14.0,14.0,0.0,0.0,4.0,1.0,22.0,26.0,2022-01-09 DAL vs. CHI
19,Tim Hardaway Jr.,27.000000:58,4.0,10.0,0.4,1.0,5.0,0.2,0.0,0.0,0.0,0.0,6.0,6.0,1.0,3.0,0.0,1.0,1.0,9.0,8.0,2022-01-09 DAL vs. CHI
20,Reggie Bullock,18.000000:21,2.0,4.0,0.5,1.0,3.0,0.333,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,5.0,13.0,2022-01-09 DAL vs. CHI
21,Marquese Chriss,7.000000:49,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,-11.0,2022-01-09 DAL vs. CHI
22,Sterling Brown,9.000000:36,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,2022-01-09 DAL vs. CHI
23,Josh Green,22.000000:26,8.0,10.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,1.0,0.0,0.0,1.0,3.0,18.0,9.0,2022-01-09 DAL vs. CHI
24,Moses Brown,3.000000:01,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,2022-01-09 DAL vs. CHI
25,Frank Ntilikina,2.000000:21,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,2022-01-09 DAL vs. CHI
0,Dorian Finney-Smith,34.000000:24,2.0,8.0,0.25,0.0,4.0,0.0,3.0,4.0,0.75,0.0,3.0,3.0,0.0,1.0,0.0,1.0,3.0,7.0,-29.0,2022-01-12 DAL @ NYK
1,Maxi Kleber,36.000000:42,3.0,10.0,0.3,3.0,8.0,0.375,0.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,1.0,2.0,3.0,9.0,-21.0,2022-01-12 DAL @ NYK
2,Dwight Powell,16.000000:49,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,4.0,-20.0,2022-01-12 DAL @ NYK
3,Jalen Brunson,37.000000:07,6.0,12.0,0.5,1.0,3.0,0.333,1.0,1.0,1.0,1.0,6.0,7.0,6.0,0.0,0.0,1.0,1.0,14.0,-19.0,2022-01-12 DAL @ NYK
4,Luka Doncic,36.000000:20,8.0,23.0,0.348,1.0,9.0,0.111,4.0,6.0,0.667,1.0,10.0,11.0,5.0,2.0,0.0,6.0,2.0,21.0,-24.0,2022-01-12 DAL @ NYK
5,Tim Hardaway Jr.,29.000000:01,5.0,11.0,0.455,1.0,7.0,0.143,2.0,2.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,4.0,13.0,-4.0,2022-01-12 DAL @ NYK
6,Reggie Bullock,19.000000:26,1.0,4.0,0.25,1.0,4.0,0.25,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2022-01-12 DAL @ NYK
7,Moses Brown,3.000000:07,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-12 DAL @ NYK
8,Josh Green,11.000000:26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,-3.0,2022-01-12 DAL @ NYK
9,Marquese Chriss,6.000000:53,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,6.0,2.0,2022-01-12 DAL @ NYK
10,Sterling Brown,6.000000:19,2.0,3.0,0.667,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,5.0,-1.0,2022-01-12 DAL @ NYK
11,Frank Ntilikina,1.000000:13,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2022-01-12 DAL @ NYK
12,Theo Pinson,1.000000:13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2022-01-12 DAL @ NYK
0,Dorian Finney-Smith,32.000000:06,6.0,12.0,0.5,1.0,5.0,0.2,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,0.0,1.0,1.0,13.0,12.0,2022-01-14 DAL @ MEM
1,Maxi Kleber,26.000000:56,1.0,3.0,0.333,1.0,2.0,0.5,0.0,0.0,0.0,0.0,7.0,7.0,1.0,0.0,1.0,1.0,4.0,3.0,19.0,2022-01-14 DAL @ MEM
2,Dwight Powell,32.000000:24,6.0,6.0,1.0,0.0,0.0,0.0,1.0,3.0,0.333,0.0,5.0,5.0,3.0,0.0,0.0,0.0,1.0,13.0,18.0,2022-01-14 DAL @ MEM
3,Jalen Brunson,32.000000:06,7.0,13.0,0.538,0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,5.0,9.0,5.0,0.0,1.0,1.0,15.0,12.0,2022-01-14 DAL @ MEM
4,Luka Doncic,31.000000:45,12.0,22.0,0.545,0.0,6.0,0.0,3.0,4.0,0.75,1.0,12.0,13.0,10.0,0.0,0.0,6.0,2.0,27.0,12.0,2022-01-14 DAL @ MEM
