PLAYER_ID,MIN,FGM,FGA,FG3M,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
1628419,1127,4.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,8.0
1630321,1547,4.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,1.0,4.0,8.0
1629635,1108,2.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,3.0,0.0,4.0
201281,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630278,1827,3.0,11.0,3.0,0.0,0.0,0.0,3.0,2.0,5.0,2.0,0.0,0.0,2.0,3.0,9.0
1629809,1718,4.0,8.0,2.0,2.0,3.0,0.667,1.0,2.0,3.0,5.0,2.0,2.0,1.0,2.0,13.0
1629674,1905,5.0,9.0,0.0,1.0,2.0,0.5,2.0,8.0,10.0,2.0,3.0,1.0,5.0,3.0,12.0
1630569,2300,10.0,20.0,3.0,0.0,0.0,0.0,1.0,6.0,7.0,8.0,1.0,0.0,3.0,2.0,23.0
1630645,2434,8.0,18.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,0.0,0.0,4.0,1.0,17.0
1627815,1989,9.0,16.0,3.0,2.0,2.0,1.0,2.0,3.0,5.0,2.0,2.0,0.0,0.0,0.0,23.0
1629787,1028,3.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,1.0,2.0,6.0
1630715,1184,2.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,5.0
1629150,1215,2.0,3.0,0.0,0.0,1.0,0.0,1.0,4.0,5.0,1.0,2.0,2.0,3.0,1.0,4.0
